IATA Code,Name,Country
QDI,Dornbirn Bus Station,Austria
DOC,Dornoch,United Kingdom
DOO,Dorobisoro,Papua New Guinea
DTM,Dortmund Airport,Germany
DRD,Dorunda Station,Australia
XAX,Dorval Railway Station,Canada
LVB,Dos Galpoes,Brazil
DON,Dos Lagunas,Guatemala
DHN,Dothan Regional Airport,United States
DLA,Douala Airport,Cameroon
MEV,Douglas County,United States
DGF,Douglas Lake,Canada
DGL,Douglas Municipal,United States
DOU,Dourados Airport,Brazil
SDV,Dov Hoz Airport,Israel
DOV,Dover AFB,United States
AHD,Downtown,United States
EBR,Downtown,United States
DWN,Downtown Airpark,United States
DNT,Downtown Heliport,United States
JCD,Downtown Heliport,U.S. Virgin Islands
JDB,Downtown Heliport,United States
JDT,Downtown Heliport,United States
JRB,Downtown Manhattan Heliport,United States
YMY,Downtown Railway Station,Canada
YWF,Downtown Waterfront Heliport,Canada
DYL,Doylestown,United States
MII,Dr Gastao Vidigal Airport,Brazil
HAI,Dr Haines,United States
NAG,Dr. Babasaheb Ambedkar International Airport,India
QIG,Dr. Francisco Tomé da Frota Airport,Brazil
RAO,Dr. Leite Lopes State Airport,Brazil
QYC,Drachten Bus Station,Netherlands
DRK,Drake Bay,Costa Rica
XND,Drammen Railway Station,Norway
ZVD,Drangedal Railway Station,Norway
TPL,Draughon-miller Central Texas Regional,United States
DRX,Dresden Bus Station,Germany
XIR,Dresden Hbf Railway Station,Germany
DRS,Dresden International Airport,Germany
DRJ,Drietabbetje,Suriname
DRF,Drift River,United States
DFP,Drumduff,Australia
DRU,Drummond,United States
DRE,Drummond Island,United States
XDM,Drummondville Railway Station,Canada
YHD,Dryden Regional Airport,Canada
DRY,Drysdale River,Australia
DSC,Dschang,Cameroon
DUJ,Du Bois-Jefferson County,United States
DXB,Dubai Airport,United Arab Emirates
DCG,Dubai Creek SPB,United Arab Emirates
DST,Dubai Seaplane Terminal,United Arab Emirates
DWC,Dubai World Central - Al Maktoum International Airport,United Arab Emirates
DBO,Dubbo City Regional Airport,Australia
DUB,Dublin Airport,Ireland
DBS,Dubois,United States
DBV,Dubrovnik Airport,Croatia
DBQ,Dubuque Municipal Airport,United States
DGK,Dugong,Mozambique
DUI,Duisburg Hbf Railway Station,Germany
EGI,Duke Field,United States
DUK,Dukuduk,South Africa
DLK,Dulkaninna,Australia
DLH,Duluth International Airport,United States
DGT,Dumaguete Airport,Philippines
DPU,Dumpu,Papua New Guinea
DNB,Dunbar,Australia
DCT,Duncan Town,Bahamas
DUQ,Duncan/Quam,Canada
DUN,Dundas,Greenland
DND,Dundee Airport,United Kingdom
ZDU,Dundee Railway Station,United Kingdom
DUE,Dundo,Angola
DUD,Dunedin International Airport,New Zealand
DNH,Dunhuang Airport,China
DKI,Dunk Island,Australia
DKK,Dunkirk,United States
SRR,Dunwich,Australia
DPA,DuPage Airport,United States
DQM,Duqm International Airport,Oman
DRO,Durango-La Plata County Airport,United States
DHD,Durham Downs,Australia
XVU,Durham Railway Station,United Kingdom
MME,Durham Tees Valley Airport,United Kingdom
DRR,Durrie,Australia
DYU,Dushanbe Airport,Tajikistan
DUS,Dusseldorf International Airport,Germany
DBK,Dutch Bay SPB Seaplane Base,Sri Lanka
POU,Dutchess County,United States
DWA,Dwangwa,Malawi
DWR,Dwyer Air Base,Afghanistan
DYS,Dyess AFB,United States
DYA,Dysart,Australia
DZA,Dzaoudzi Airport,Mayotte
QDU,Düsseldorf Hbf Railway Station,Germany
BAQ,E Cortissoz Airport,Colombia
CIJ,E. Beltram Airport,Bolivia
EAA,Eagle,United States
BZT,Eagle Air Park,United States
EGE,Eagle County Airport,United States
ELA,Eagle Lake,United States
EGV,Eagle River,United States
DUA,Eaker,United States
POF,Earl Fields Memorial,United States
YXR,Earlton,Canada
TSS,East 34th St Heliport,United States
NES,East 34th St Landing,United States
JRE,East 60th Street Heliport,United States
EFO,East Fork Airport,United States
HTO,East Hampton,United States
ELS,East London Airport,South Africa
ZEM,East Main,Canada
YEM,East Manitoulin,Canada
EMA,East Midlands Airport,United Kingdom
PDT,Eastern Oregon Regional Airport,United States
MRB,Eastern Wv Regional Airport/Shepherd Field,United States
CLL,Easterwood Airport,United States
ESN,Easton,United States
OIC,Eaton,United States
EAU,Eau Claire Airport,United States
EBN,Ebadon,Marshall Islands
XQE,Ebbsfleet International Rail Station,United Kingdom
EBW,Ebolowa,Cameroon
EBO,Ebon Airport,Marshall Islands
ECH,Echuca,Australia
EOI,Eday Airport,United Kingdom
EDI,Edinburgh Airport,United Kingdom
YXD,Edmonton City Centre (Blatchford Field) Airport,Canada
YEG,Edmonton International Airport,Canada
YEA,Edmonton Metropolitan Area,Canada
XZL,Edmonton Railway Station,Canada
SOM,Edmundo Barrios,Venezuela
EDA,Edna Bay,United States
YET,Edson,Canada
PVI,Edu Chaves,Brazil
MAO,Eduardo Gomes International Airport,Brazil
MPV,Edward F Knapp State,United States
GAL,Edward G. Pitka Sr. Airport,United States
EDR,Edward River,Australia
GUF,Edwards,United States
EDW,Edwards AFB,United States
EEK,Eek Airport,United States
GRQ,Eelde Airport,Netherlands
EFG,Efogi,Papua New Guinea
EGX,Egegik Airport,United States
XRD,Egersund Railway Station,Norway
EGS,Egilsstadir Airport,Iceland
EIL,Eielson AFB,United States
EFB,Eight Fathom Bight,United States
HCM,Eil,Somalia
ETH,Eilat Airport,Israel
EIY,Ein Yahav,Israel
EIH,Einasleigh,Australia
EIN,Eindhoven Airport,Netherlands
ZYE,Eindhoven Railway Station,Netherlands
ZDZ,Einsiedeln Railway Station,Switzerland
ERN,Eirunepe,Brazil
EIB,Eisenach,Germany
EJN,Ejin Banner Taolai Airport,China
ZVH,EK Bus Station,United Arab Emirates
ZVJ,EK Bus Station,United Arab Emirates
YOA,Ekati,Canada
EKE,Ekereku,Guyana
EKB,Ekibastuz,Kazakhstan
KKU,Ekuk,United States
KEK,Ekwok,United States
LPB,El Alto International Airport,Bolivia
AAC,El Arish International Airport,Egypt
EBG,El Bagre,Colombia
EBH,El Bayadh,Algeria
EHL,El Bolson,Argentina
EBM,El Borma,Tunisia
JUJ,El Cadillal Airport,Argentina
FTE,El Calafate Airport,Argentina
UIB,El Carano Airport,Colombia
NJK,El Centro NAF,United States
ECR,El Charco,Colombia
ADV,El Daein,Sudan
EDK,El Dorado,United States
EOR,El Dorado,Venezuela
BOG,El Dorado International Airport,Colombia
AXM,El Eden Airport,Colombia
ECO,El Encanto,Colombia
ELF,El Fasher Airport,Sudan
ELG,El Golea Airport,Algeria
ZLG,El Gouera,Hungary
CJC,El Loa Airport,Chile
EMX,El Maiten,Argentina
EMY,El Minya,Egypt
EMT,El Monte,United States
ENJ,El Naranjo,Guatemala
ENI,El Nido,Philippines
ALY,El Nohza,Egypt
EBD,El Obeid,Sudan
EPA,El Palomar,Argentina
ELP,El Paso International Airport,United States
TKM,El Peten,Guatemala
MDZ,El Plumerillo International Airport,Argentina
PVE,El Porvenir,Panama
FMA,El Pucu Airport,Argentina
ELE,El Real,Panama
ELJ,El Recreo,Colombia
ESR,El Salvador,Chile
SAL,El Salvador International Airport,El Salvador
PAZ,El Tajin National Airport,Mexico
KOE,El Tari Airport,Indonesia
PMY,El Tehuelche,Argentina
PMC,El Tepual Airport,Chile
ELX,El Tigre,Venezuela
SRZ,El Trompillo,Bolivia
VIG,El Vigia,Venezuela
EYP,El Yopal Airport,Colombia
EZS,Elazig Airport,Turkey
ELC,Elcho Island Airport,Australia
EDB,Eldebba,Sudan
ELO,Eldorado,Argentina
EDL,Eldoret Airport,Kenya
SPJ,Eleftherios Venizelos,Greece
ATH,Eleftherios Venizelos International Airport,Greece
ELR,Elelim,Indonesia
EAL,Elenak,Marshall Islands
ELV,Elfin Cove SPB,United States
ELI,Elim Airport,United States
EPT,Eliptamin,Papua New Guinea
ESL,Elista Airport,Russia
WHB,Eliwana Airport,Australia
EYS,Eliye Springs,Kenya
ECG,Elizabeth City,United States
FID,Elizabeth Field,United States
EKX,Elizabethtown,United States
EKD,Elkedra,Australia
EKN,Elkins,United States
EKO,Elko Airport,United States
ELW,Ellamar,United States
EFD,Ellington Field,United States
YEL,Elliot Lake,Canada
MYU,Ellis Field,United States
ELL,Ellisras,South Africa
RCA,Ellsworth AFB,United States
NDP,Ellyson NAS,United States
EDF,Elmendorf AFB,United States
ELM,Elmira Corning Regional Airport,United States
EOZ,Elorza,Venezuela
ERQ,Elrose Mine,Australia
XUC,Elverum Railway Station,Norway
LYU,Ely,United States
EAE,Emae,Vanuatu
EMB,Embarkadero,United States
EMS,Embessa,Papua New Guinea
QEQ,Embrach/Rorbas Railway Station,Switzerland
EME,Emden,Germany
EMD,Emerald Airport,Australia
EMI,Emirau,Papua New Guinea
EML,Emmen,Switzerland
ECA,Emmet County Airport,United States
PLN,Emmet County Airport,United States
EMK,Emmonak Airport,United States
EMO,Emo,Papua New Guinea
EMG,Empangeni,South Africa
EMP,Emporia,United States
NUD,En Nahud,Sudan
EWI,Enarotali,Indonesia
ENB,Eneabba West,Australia
ENT,Enewetak Island,Marshall Islands
NBE,Enfidha - Hammamet International Airport,Tunisia
EGA,Engati,Papua New Guinea
ZHB,Engelberg Railway Station,Switzerland
WDG,Enid Woodring Mun.,United States
EJT,Enijet,Marshall Islands
EIE,Eniseysk,Russia
XWQ,Enkoping,Sweden
ENK,Enniskillen St. Angelo,United Kingdom
ENF,Enontekio,Finland
ONX,Enrique Adolfo Jimenez,Panama
DAV,Enrique Malek Airport,Panama
EOH,Enrique Olaya Herrera Airport,Colombia
QYE,Enschede Railway Station,Netherlands
ESE,Ensenada,Mexico
SCN,Ensheim Airport,Germany
ENH,Enshi Airport,China
EBB,Entebbe International Airport,Uganda
EDN,Enterprise Muni Airport,United States
LVA,Entrammes,France
ENU,Enugu Airport,Nigeria
BII,Enyu Airfield,Marshall Islands
EPN,Epena,Republic of the Congo
EPH,Ephrata,United States
EPI,Epi,Vanuatu
OMA,Eppley Airfield,United States
EDQ,Erandique,Honduras
ERE,Erave,Papua New Guinea
EBL,Erbil International Airport,Iraq
ERG,Erbogachen Airport,Russia
ECN,Ercan Airport,Cyprus
ERT,Erdenet,Mongolia
ERL,Eren Hot Airport,China
ERF,Erfurt Airport,Germany
XIU,Erfurt Hbf Railway Station,Germany
ERI,Erie International Airport,United States
ERA,Erigavo,Somalia
EDD,Erldunda,Australia
ERB,Ernabella,Australia
UMU,Ernesto Geisel,Brazil
URB,Ernesto Pochler,Brazil
ERS,Eros Airport,Namibia
ERR,Errol,United States
ENY,Ershilipu Airport,China
ERU,Erume,Papua New Guinea
ERC,Erzincan Airport,Turkey
ERZ,Erzurum Airport,Turkey
ORN,Es Senia Airport,Algeria
ESA,Esa'Ala,Papua New Guinea
EBJ,Esbjerg Airport,Denmark
ZBB,Esbjerg Railway Station,Denmark
ESB,Esenboga International Airport,Turkey
EKT,Eskilstuna,Sweden
XFJ,Eskilstuna C Rail Station,Sweden
ESK,Eskisehir,Turkey
ESF,Esler Field,United States
ESM,Esmeraldas Airport,Ecuador
ESO,Espanola,United States
BVR,Esperadinha,Cape Verde
EPR,Esperance Airport,Australia
SFG,Esperance Airport,Saint Martin
ESI,Espinosa,Brazil
EQS,Esquel Airport,Argentina
YPF,Esquimalt,Canada
ESU,Essaouira Airport,Morocco
ESS,Essen,Germany
MEB,Essendon Airport,Australia
ENC,Essey,France
HZA,Establecimiento El Araza Airport,Argentina
SML,Estate Airstrip,Bahamas
YEN,Estevan,Canada
YEP,Estevan Point,Canada
ETD,Etadunna,Australia
ANK,Etimesgut,Turkey
XTT,Etoile,France
EUC,Eucla,Australia
EUG,Eugene Airport,United States
MAZ,Eugenio M. De Hostos Airport,Puerto Rico
UCE,Eunice,United States
EUE,Eureka,United States
YEU,Eureka,Canada
VIX,Eurico de Aguiar Salles Airport,Brazil
MLH,EuroAirport Basel-Mulhouse-Freiburg,Switzerland
EAP,EuroAirport Basel-Mulhouse-Freiburg Airport,Switzerland
BSL,EuroAirport Swiss,Switzerland
XDB,Europe Railway Station,France
QQU,Euston Railway Station,United Kingdom
EVD,Eva Downs,Australia
EVH,Evans Head,Australia
EVW,Evanston,United States
EVV,Evansville Regional Airport,United States
EVM,Eveleth,United States
EUQ,Evelio Javier,Philippines
UCY,Everett-Stewart,United States
EVX,Evreux,France
EWE,Ewer,Indonesia
EWO,Ewo,Republic of the Congo
ZXS,Exchangest Railway,United States
CLW,Executive,United States
EXT,Exeter International Airport,United Kingdom
EXM,Exmouth Gulf,Australia
GGT,Exuma International Airport,Bahamas
EHU,Ezhou Huahu Airport,China
EUX,F D Roosevelt Airport,Netherlands
FAC,Faaite,French Polynesia
FNG,Fada Ngourma,Burkina Faso
FGI,Fagali I Airport,Samoa
FAG,Fagurholsmyri,Iceland
FAU,Fahud,Oman
FIE,Fair Isle,United Kingdom
FAI,Fairbanks International Airport,United States
SKA,Fairchild AFB,United States
CLM,Fairchild International,United States
FFD,Fairford RAF Station,United Kingdom
FRM,Fairmont,United States
YCZ,Fairmont Hot Springs,Canada
ZFW,Fairview,Canada
LYP,Faisalabad Airport,Pakistan
FBD,Faizabad Airport,Afghanistan
FKQ,Fak Fak Airport,Indonesia
FHZ,Fakahina,French Polynesia
FAV,Fakarava Airport,French Polynesia
MSC,Falcon Field,United States
FAL,Falcon State,United States
PMO,Falcone-Borsellino Airport,Italy
APW,Faleolo Airport,Samoa
YOE,Falher,Canada
XYM,Falkenberg Railway,Sweden
XYF,Falkoping C Rail Station,Sweden
ZIF,Fallowfield Railway,Canada
FLJ,Falls Bay,United States
FLC,Falls Creek,Australia
INL,Falls International Airport,United States
FAK,False Island,United States
KFP,False Pass,United States
XJF,Falun Bus Station,Sweden
XWF,Falun C Railway Station,Sweden
FNE,Fane,Papua New Guinea
FGU,Fangatau,French Polynesia
RVA,Farafangana,Madagascar
FAH,Farah,Afghanistan
FAA,Faranah,Guinea
FWL,Farewell,United States
ULQ,Farfan,Colombia
FAB,Farnborough,United Kingdom
ZFA,Faro,Canada
FAO,Faro Airport,Portugal
ZYF,Faro TP,Portugal
FAZ,Fasa,Iran
NOS,Fascene Airport,Madagascar
FAS,Faskrudsfjordur,Iceland
BKS,Fatmawati Soekarno Airport,Indonesia
ZXO,Fauske Railway Station,Norway
FYT,Faya,Chad
FAY,Fayetteville Regional Airport,United States
AZL,Fazenda Tucunare Airport,Brazil
FGD,Fderik,Mauritania
ALQ,Federal,Brazil
LMM,Federal Airport,Mexico
PET,Federal Airport,Brazil
KSR,Federal No 1,United States
FEJ,Feijo,Brazil
FEC,Feira De Santana,Brazil
CAY,Felix Eboue Airport,French Guiana
ABJ,Felix Houphouet Boigny Airport,Ivory Coast
FAF,Felker AAF,United States
SFF,Felts Field,United States
FNU,Fenosu,Italy
FRE,Fera Island Airport,Solomon Islands
FRQ,Feramin,Papua New Guinea
FLZ,Ferdinand Lumban Tobing Airport,Indonesia
FEG,Fergana Airport,Uzbekistan
FFM,Fergus Falls,United States
FEK,Ferkessedougou,Ivory Coast
FEN,Fernando De Noronha Airport,Brazil
FEZ,Fes-Saiss Airport,Morocco
FEA,Fetlar,United Kingdom
WFI,Fianarantsoa,Madagascar
FCB,Ficksburg Sentra Oes,South Africa
FLM,Filadelfia,Paraguay
FZO,Filton,United Kingdom
FNK,Fin Creek,United States
FNH,Fincha,Ethiopia
FDY,Findlay,United States
FIK,Finke,Australia
FVS,Finland Station,Russia
FLY,Finley,Australia
FIN,Finschhafen,Papua New Guinea
XKN,Finse Railway Station,Norway
FIC,Fire Cove,United States
YFI,Firebag,Canada
FIR,Firenze C.M. Railway Station,Italy
FLR,Firenze-Peretola Airport,Italy
FCT,Firing Center AAF,United States
FFA,First Flight,United States
KCG,Fisheries,United States
ROS,Fisherton Airport,Argentina
FTI,Fitiuta,American Samoa
FIZ,Fitzroy Crossing,Australia
FIV,Five Finger,United States
FMC,Five Mile,United States
FLG,Flagstaff Pulliam Airport,United States
XGH,Flam Railway Station,Norway
FMG,Flamingo,Costa Rica
HBN,Flamingo,Vietnam
BON,Flamingo International Airport,Caribbean Netherlands
FLT,Flat,United States
FLI,Flateyri,Iceland
FXM,Flaxman Island,United States
XEW,Flemingsberg Railway Station,Sweden
XYI,Flen,Sweden
CKM,Fletcher Field,United States
QJJ,FlightLink Bus Station,United States
QMP,FlightLink Bus Station,United States
YFO,Flin Flon Airport,Canada
FLS,Flinders Island Airport,Australia
FLP,Flippin,United States
FRO,Flora Airport,Norway
FVL,Flora Valey,Australia
PFL,Florenc Bus Station,Czech Republic
FLO,Florence Airport,United States
FMU,Florence Municipal,United States
MTH,Florida Keys Marathon Airport,United States
FLH,Flotta,United Kingdom
ZHD,Fluelen Railway Station,Switzerland
AGE,Flugplatz,Germany
FLU,Flushing,United States
FCM,Flying Cloud Airport,United States
FOI,Foggia Railway Station,Italy
ZQF,Fohren,Germany
FLD,Fond Du Lac,United States
ZFD,Fond-du-Lac Airport,Canada
QZF,Font-Romeu Bus Station,France
YFG,Fontanges,Canada
FBA,Fonte Boa,Brazil
MCM,Fontvieille Heliport,Monaco
YOJ,Footner Lake Airport,Canada
FRB,Forbes,Australia
FOE,Forbes Field,United States
IMT,Ford Airport,United States
YFE,Forestville,Canada
TBN,Forney AAF,United States
FOS,Forrest,Australia
FVR,Forrest River Airport,Australia
FOT,Forster,Australia
YFA,Fort Albany,Canada
FOB,Fort Bragg,United States
FBR,Fort Bridger,United States
YPY,Fort Chipewyan Airport,Canada
QWF,Fort Collins Bus Servi,United States
FOD,Fort Dodge Airport,United States
YAG,Fort Frances Municipal Airport,Canada
YGH,Fort Good Hope,Canada
HLR,Fort Hood AAF,United States
YFH,Fort Hope,Canada
RBN,Fort Jefferson,United States
FXE,Fort Lauderdale Executive Airport,United States
ZFT,Fort Lauderdale Railway Station,United States
FLL,Fort Lauderdale-Hollywood International Airport,United States
FLE,Fort Lee AAF,United States
YJF,Fort Liard,Canada
CMY,Fort Mccoy,United States
YMM,Fort McMurray International Airport,Canada
ZFM,Fort Mcpherson,Canada
YFL,Fort Reliance,Canada
YFR,Fort Resolution,Canada
YER,Fort Severn,Canada
YFS,Fort Simpson,Canada
YSM,Fort Smith Airport,Canada
FSM,Fort Smith Regional Airport,United States
FSU,Fort Sumner,United States
FWA,Fort Wayne International Airport,United States
AFW,Fort Worth Alliance Airport,United States
FWH,Fort Worth NAS Jrb/Carswell Field,United States
FYU,Fort Yukon Airport,United States
KFE,Fortescue Dave Forrest,Australia
FON,Fortuna Airport,Costa Rica
FTL,Fortuna Ledge,United States
ZCP,Foshan Ferry,China
FSL,Fossil Downs,Australia
FOU,Fougamou,Gabon
FOA,Foula,United Kingdom
FOM,Foumban,Cameroon
FMN,Four Corners Regional Airport,United States
FOX,Fox,United States
FGL,Fox Glacier,New Zealand
YFX,Fox Harbour (St Lewis),Canada
FOY,Foya,Liberia
NVK,Framnes,Norway
FRC,Franca,Brazil
YJD,Franca Railway Station,Spain
MVB,Franceville/Mvengue,Gabon
DVO,Francisco Bangoy Intl Airport,Philippines
FBE,Francisco Beltrao,Brazil
JDF,Francisco De Assis,Brazil
LOM,Francisco P. V. Y R.,Mexico
TRC,Francisco Sarabia International Airport,Mexico
FRW,Francistown Airport,Botswana
HOG,Frank Pais Airport,Cuba
HHN,Frankfurt - Hahn Airport,Germany
FRA,Frankfurt Airport,Germany
ZRB,Frankfurt Hbf Railway Station,Germany
ZFR,Frankfurt/Oder Railway,Germany
LFN,Franklin,United States
UOS,Franklin County,United States
WHO,Franz Josef,New Zealand
MUC,Franz Josef Strauss Airport,Germany
OKB,Fraser Island,Australia
ZHE,Frauenfeld Railway Station,Switzerland
WAW,Frederic Chopin Airport,Poland
ZBJ,Fredericia Railway Station,Denmark
FDK,Frederick Municipal,United States
YFC,Fredericton International Airport,Canada
XFC,Fredericton Junction Railway Station,Canada
QFH,Frederikshavn Bus Station,Denmark
XKF,Fredrikstad Railway Station,Norway
SER,Freeman Municipalcipal,United States
